まつちゃら,*,*,*,名詞,固有名詞,人名,*,*,*,マツチャラ,マツチャラ,マツチャラ
まっちゃら,*,*,*,名詞,固有名詞,人名,*,*,*,マッチャラ,マッチャラ,マッチャラ
